epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,2715.72,0.50354,0.46335,0.07371,0.37494,0.86767,0.999,0.99408,0.99025,0.89503,0.999,0.99408,0.99495,0.93573,0.4685,0.37545,0.00601,0.27588,0.82238,0.00101237,0.00101237,0.00101237
121,2737.86,0.48973,0.45592,0.07217,0.35656,0.86708,0.99952,0.99448,0.99476,0.90345,0.99921,0.99946,0.995,0.93681,0.47393,0.38469,0.00376,0.26875,0.82229,0.00100687,0.00100687,0.00100687
122,2760.03,0.49983,0.48255,0.07353,0.36518,0.87644,0.9979,0.99809,0.995,0.91116,1,0.99455,0.9949,0.92671,0.46347,0.4559,0.00406,0.26145,0.82146,0.00100137,0.00100137,0.00100137
123,2782.19,0.49533,0.44557,0.07248,0.36385,0.86447,0.99015,0.99946,0.9949,0.9083,0.99015,0.99946,0.9949,0.94741,0.45359,0.34298,0.00574,0.26404,0.81988,0.000995866,0.000995866,0.000995866
124,2804.2,0.5097,0.46226,0.072,0.36504,0.86737,0.99931,1,0.995,0.90186,0.99931,1,0.995,0.93168,0.45237,0.38592,0.00743,0.2773,0.81585,0.000990365,0.000990365,0.000990365
125,2826.51,0.50814,0.48763,0.072,0.3742,0.86899,1,0.98969,0.99485,0.89304,0.99664,0.98635,0.99312,0.93126,0.46858,0.37612,0.00453,0.27238,0.82197,0.000984864,0.000984864,0.000984864
126,2848.74,0.49406,0.41053,0.06839,0.35763,0.86399,0.99521,0.99395,0.9913,0.9095,0.99351,0.99882,0.99495,0.94902,0.46144,0.35145,0.00801,0.26371,0.82182,0.000979362,0.000979362,0.000979362
127,2870.88,0.48545,0.46152,0.0716,0.35405,0.85861,0.99967,0.9934,0.99495,0.90241,0.99967,0.9934,0.99495,0.94114,0.45485,0.34892,0.00427,0.26659,0.82439,0.000973861,0.000973861,0.000973861
128,2897.13,0.48839,0.46014,0.07226,0.35141,0.86333,1,0.99807,0.995,0.89465,1,0.99807,0.995,0.9346,0.46113,0.39786,0.0069,0.27103,0.8218,0.00096836,0.00096836,0.00096836
129,2919.38,0.49935,0.44384,0.07865,0.36435,0.8734,0.98997,0.99983,0.99495,0.91098,0.98997,0.99983,0.99495,0.94401,0.47827,0.3833,0.00692,0.26636,0.82278,0.000962859,0.000962859,0.000962859
130,2941.81,0.49087,0.42504,0.06947,0.35977,0.8739,0.99385,0.99939,0.99465,0.91876,0.99385,0.99939,0.99465,0.93178,0.44616,0.43384,0.00742,0.25822,0.81152,0.000957358,0.000957358,0.000957358
131,2963.74,0.48493,0.45659,0.07034,0.35544,0.86411,0.99552,0.99442,0.99416,0.91351,0.99552,0.99442,0.99488,0.93787,0.46936,0.39453,0.01094,0.25806,0.81765,0.000951857,0.000951857,0.000951857
132,2985.96,0.49133,0.40292,0.07014,0.35586,0.86652,0.99796,1,0.995,0.89877,0.99796,1,0.995,0.94342,0.46362,0.36658,0.00665,0.25543,0.8174,0.000946356,0.000946356,0.000946356
133,3008.15,0.4957,0.43983,0.06497,0.35865,0.86616,0.99889,0.9996,0.995,0.88614,0.99889,0.9996,0.995,0.93153,0.4767,0.36255,0.00624,0.26105,0.82571,0.000940855,0.000940855,0.000940855
134,3030.35,0.48095,0.413,0.07397,0.35337,0.86521,0.99906,0.995,0.99245,0.90053,0.99811,0.99949,0.995,0.94551,0.45845,0.34483,0.00619,0.26318,0.81629,0.000935354,0.000935354,0.000935354
135,3052.57,0.47384,0.42852,0.06819,0.34503,0.85349,0.99984,0.995,0.9949,0.90768,0.99907,1,0.995,0.93956,0.44418,0.36157,0.00823,0.2578,0.80812,0.000929853,0.000929853,0.000929853
136,3074.72,0.49484,0.43262,0.07243,0.35997,0.87087,0.99854,0.99268,0.99168,0.89624,0.99604,0.99625,0.99487,0.9422,0.46332,0.34449,0.00938,0.24781,0.8228,0.000924352,0.000924352,0.000924352
137,3100.84,0.48627,0.39667,0.07299,0.35507,0.86578,0.99849,0.99417,0.9949,0.89373,1,0.99634,0.995,0.93264,0.47117,0.35456,0.00403,0.26152,0.83255,0.00091885,0.00091885,0.00091885
138,3122.79,0.46933,0.36841,0.06369,0.35171,0.86001,0.9937,0.995,0.99481,0.89347,0.99536,0.99667,0.99493,0.93185,0.46307,0.35616,0.00686,0.25703,0.81855,0.000913349,0.000913349,0.000913349
139,3144.99,0.46614,0.39175,0.06968,0.34715,0.85968,0.99417,0.995,0.99006,0.90171,0.99917,1,0.995,0.93553,0.45978,0.36911,0.00705,0.28611,0.82033,0.000907848,0.000907848,0.000907848
140,3167.14,0.46377,0.36017,0.07089,0.3386,0.86041,0.99756,0.99429,0.99476,0.90437,0.99595,1,0.995,0.93604,0.45668,0.35997,0.00527,0.2553,0.8208,0.000902347,0.000902347,0.000902347
141,3189.18,0.47256,0.38826,0.06989,0.34226,0.86036,0.99485,0.995,0.99462,0.90086,0.99985,1,0.995,0.94865,0.45493,0.33026,0.00922,0.2541,0.81861,0.000896846,0.000896846,0.000896846
142,3211.33,0.45997,0.35872,0.06525,0.33906,0.85228,0.9989,0.99413,0.99472,0.89523,0.99949,0.99932,0.995,0.94381,0.46169,0.3162,0.01112,0.25723,0.81343,0.000891345,0.000891345,0.000891345
143,3233.67,0.45652,0.3635,0.06458,0.33539,0.85998,0.99488,0.99248,0.99435,0.90233,0.99378,0.99358,0.9894,0.94589,0.44893,0.3211,0.01735,0.26021,0.81232,0.000885844,0.000885844,0.000885844
144,3255.67,0.45388,0.37096,0.0727,0.33331,0.8604,0.99911,0.99,0.99452,0.89357,0.99766,0.9943,0.99472,0.94776,0.45268,0.29836,0.01187,0.25355,0.81485,0.000880343,0.000880343,0.000880343
145,3277.77,0.45698,0.3759,0.06414,0.33144,0.85579,0.99847,0.9941,0.99467,0.9061,0.99868,0.99931,0.995,0.94831,0.44577,0.3282,0.00607,0.24768,0.81857,0.000874842,0.000874842,0.000874842
146,3299.81,0.47532,0.38297,0.06725,0.34358,0.86257,0.99879,0.995,0.99481,0.90746,0.99579,0.99318,0.99357,0.94613,0.45445,0.31087,0.0089,0.24632,0.81845,0.00086934,0.00086934,0.00086934
147,3322.09,0.46494,0.36379,0.06417,0.34317,0.85925,0.9985,0.995,0.99435,0.89936,0.99392,0.99615,0.99323,0.94371,0.45672,0.32029,0.00436,0.245,0.8183,0.000863839,0.000863839,0.000863839
148,3343.95,0.45504,0.35168,0.06603,0.33724,0.85742,0.99885,0.99316,0.99463,0.90452,0.99885,0.99316,0.99495,0.94925,0.44899,0.31714,0.00518,0.24858,0.81386,0.000858338,0.000858338,0.000858338
149,3366.13,0.46318,0.3588,0.07221,0.34125,0.85574,0.99251,0.99,0.9908,0.90916,0.99251,0.99,0.99457,0.94964,0.44626,0.29967,0.00531,0.25016,0.81209,0.000852837,0.000852837,0.000852837
150,3388.56,0.45978,0.36769,0.06472,0.33427,0.85924,0.99837,0.98309,0.98176,0.89576,0.99947,0.99,0.98568,0.9365,0.45092,0.3211,0.01051,0.27528,0.81848,0.000847336,0.000847336,0.000847336
151,3410.68,0.45648,0.36322,0.06369,0.33258,0.86044,1,0.99224,0.99318,0.92417,0.99337,0.99922,0.99495,0.95612,0.43663,0.29408,0.00724,0.24393,0.81155,0.000841835,0.000841835,0.000841835
152,3432.99,0.45251,0.35044,0.06972,0.33873,0.85818,0.9992,0.995,0.99119,0.91325,0.9992,0.995,0.9949,0.94184,0.43008,0.35914,0.00554,0.24591,0.81288,0.000836334,0.000836334,0.000836334
153,3455.24,0.4624,0.39127,0.07119,0.34314,0.86022,0.99925,0.995,0.99393,0.91686,0.99925,0.995,0.9949,0.95394,0.44997,0.33708,0.00781,0.24795,0.82049,0.000830833,0.000830833,0.000830833
154,3477.21,0.46227,0.36574,0.06594,0.33578,0.86008,0.99373,0.99469,0.99066,0.9008,0.99107,0.99667,0.99397,0.93953,0.45532,0.35775,0.00564,0.25379,0.82136,0.000825332,0.000825332,0.000825332
155,3499.44,0.45843,0.36388,0.06994,0.33668,0.85473,0.9893,0.995,0.99398,0.90463,0.98815,0.99939,0.99425,0.94647,0.44305,0.30378,0.00741,0.25347,0.82072,0.000819831,0.000819831,0.000819831
156,3521.77,0.44704,0.36713,0.06463,0.32646,0.85804,0.99362,0.995,0.99458,0.90856,0.99362,0.995,0.99485,0.94602,0.43784,0.32447,0.00381,0.25662,0.81863,0.000814329,0.000814329,0.000814329
157,3543.75,0.44717,0.32244,0.06596,0.32899,0.85737,0.99399,0.99355,0.9908,0.91115,0.99199,1,0.9949,0.94672,0.43295,0.31086,0.00344,0.26401,0.81502,0.000808828,0.000808828,0.000808828
158,3565.84,0.45922,0.35024,0.0656,0.33758,0.85833,0.9939,0.99474,0.99143,0.90801,0.9939,0.99474,0.99485,0.94509,0.4302,0.32394,0.00409,0.25758,0.81629,0.000803327,0.000803327,0.000803327
159,3588.12,0.43955,0.34597,0.06225,0.32425,0.85609,0.99465,0.99453,0.99251,0.91376,0.99465,0.99453,0.99414,0.94841,0.44394,0.30434,0.00489,0.24905,0.81685,0.000797826,0.000797826,0.000797826
160,3610.18,0.43957,0.36116,0.06453,0.32519,0.85537,0.99981,0.9949,0.9945,0.89909,0.99981,0.9949,0.99495,0.93762,0.45094,0.32193,0.00488,0.24971,0.82203,0.000792325,0.000792325,0.000792325
161,3636.47,0.4488,0.35364,0.06452,0.32319,0.85269,0.99939,0.99425,0.99467,0.91141,0.99939,0.99425,0.9949,0.95847,0.45423,0.30564,0.0046,0.24165,0.82132,0.000786824,0.000786824,0.000786824
162,3658.53,0.46375,0.29985,0.06284,0.33173,0.85949,0.9932,0.99344,0.99454,0.91528,0.99821,0.99844,0.995,0.95601,0.44673,0.30525,0.00684,0.24364,0.81527,0.000781323,0.000781323,0.000781323
163,3680.67,0.44566,0.32113,0.06074,0.32169,0.8542,0.99918,0.99416,0.99459,0.9113,0.99242,0.995,0.98992,0.94698,0.42792,0.31434,0.0038,0.23945,0.81484,0.000775822,0.000775822,0.000775822
164,3702.71,0.44452,0.3612,0.06787,0.33139,0.85791,0.99451,0.99463,0.99082,0.91335,0.99315,0.99925,0.99485,0.95512,0.42717,0.26728,0.00394,0.25123,0.80877,0.000770321,0.000770321,0.000770321
165,3724.91,0.43883,0.32332,0.06446,0.32514,0.85302,0.98927,0.995,0.99431,0.92049,0.98927,0.995,0.99461,0.96078,0.43779,0.28213,0.00347,0.24826,0.81281,0.00076482,0.00076482,0.00076482
166,3747.19,0.43565,0.31765,0.05784,0.31564,0.84439,0.9876,0.995,0.99371,0.92097,0.98898,0.99912,0.99415,0.96133,0.42998,0.28559,0.00498,0.24215,0.81179,0.000759318,0.000759318,0.000759318
167,3769.44,0.42988,0.32658,0.06264,0.32323,0.85882,0.9998,0.99485,0.9942,0.91085,0.9998,0.99485,0.99495,0.95009,0.44634,0.30958,0.00792,0.24415,0.81578,0.000753817,0.000753817,0.000753817
168,3791.36,0.42326,0.31652,0.0657,0.31115,0.8468,0.99406,0.995,0.9945,0.92442,0.99572,0.99667,0.99387,0.95931,0.44006,0.30483,0.00362,0.24299,0.81512,0.000748316,0.000748316,0.000748316
169,3813.77,0.42554,0.33954,0.06302,0.31399,0.85066,0.99895,0.99453,0.99455,0.91736,0.9988,0.99933,0.995,0.95768,0.44917,0.30833,0.00345,0.24338,0.82055,0.000742815,0.000742815,0.000742815
170,3835.89,0.43526,0.34915,0.07093,0.32309,0.85304,0.9971,0.99361,0.99185,0.90636,0.99345,0.99952,0.99495,0.94565,0.42894,0.32759,0.00384,0.24427,0.81105,0.000737314,0.000737314,0.000737314
171,3858.02,0.43713,0.32064,0.06496,0.32025,0.8532,0.99201,0.99374,0.99452,0.91088,0.98488,0.99617,0.99364,0.95042,0.44722,0.32567,0.00442,0.24764,0.81517,0.000731813,0.000731813,0.000731813
172,3880.19,0.42948,0.31794,0.06314,0.31113,0.85271,0.99957,0.99,0.99334,0.91927,0.99893,0.995,0.99339,0.94741,0.44159,0.34979,0.00781,0.24422,0.80945,0.000726312,0.000726312,0.000726312
173,3902.52,0.4248,0.30433,0.0557,0.31328,0.84741,0.98946,0.99472,0.99453,0.92237,0.9883,0.99949,0.9948,0.95294,0.43917,0.33473,0.00388,0.23514,0.81424,0.000720811,0.000720811,0.000720811
174,3924.72,0.42939,0.31235,0.06214,0.31699,0.84731,0.98934,0.99448,0.99417,0.91282,0.98611,0.99667,0.99307,0.94091,0.43302,0.3282,0.00314,0.24084,0.81295,0.00071531,0.00071531,0.00071531
175,3946.92,0.41967,0.29366,0.06025,0.31119,0.84807,1,0.98798,0.99443,0.9223,1,0.98798,0.99466,0.95394,0.42504,0.30188,0.00801,0.23863,0.80667,0.000709809,0.000709809,0.000709809
176,3969.12,0.41807,0.30778,0.06295,0.3095,0.84823,0.99384,0.99,0.99365,0.91696,0.99049,0.99112,0.99355,0.94895,0.44504,0.34069,0.00481,0.23934,0.81319,0.000704307,0.000704307,0.000704307
177,3991.32,0.42039,0.27713,0.06105,0.30614,0.84455,0.99493,0.99296,0.99485,0.91864,0.98976,0.99612,0.99405,0.96087,0.43568,0.26352,0.00449,0.23062,0.81099,0.000698806,0.000698806,0.000698806
178,4017.24,0.42099,0.29543,0.05751,0.30233,0.85041,0.99479,0.99347,0.99476,0.92025,0.99146,0.99013,0.99305,0.95406,0.4264,0.28537,0.00483,0.23431,0.80632,0.000693305,0.000693305,0.000693305
179,4039.49,0.41221,0.28115,0.05945,0.30683,0.84615,0.99869,0.995,0.9949,0.91609,0.99844,0.99954,0.995,0.95615,0.43239,0.28752,0.0065,0.23151,0.81128,0.000687804,0.000687804,0.000687804
180,4061.49,0.41373,0.29167,0.05653,0.30603,0.84301,1,0.99345,0.99495,0.92423,0.99866,1,0.995,0.95149,0.41942,0.31445,0.00403,0.23177,0.80907,0.000682303,0.000682303,0.000682303
181,4083.71,0.41328,0.28282,0.05307,0.30865,0.84894,0.99895,0.99464,0.9949,0.91968,0.99919,1,0.995,0.95969,0.43211,0.28214,0.0054,0.23213,0.8099,0.000676802,0.000676802,0.000676802
182,4105.94,0.41641,0.29478,0.05733,0.30582,0.84703,0.99961,0.995,0.9949,0.91937,0.99015,0.99144,0.99188,0.95165,0.43343,0.30728,0.00654,0.2342,0.81025,0.000671301,0.000671301,0.000671301
183,4128.34,0.41493,0.29394,0.06737,0.30768,0.84528,0.99967,0.99398,0.99455,0.91895,0.99067,0.99647,0.99355,0.95386,0.44422,0.3345,0.00457,0.23102,0.80995,0.0006658,0.0006658,0.0006658
184,4150.54,0.41151,0.27699,0.05739,0.30444,0.846,0.98905,1,0.9948,0.9255,0.98905,1,0.9948,0.95739,0.43759,0.30613,0.00517,0.23098,0.81233,0.000660299,0.000660299,0.000660299
185,4172.74,0.41343,0.28138,0.05877,0.30686,0.84875,0.99454,0.995,0.99465,0.93169,0.99401,1,0.99475,0.96367,0.42907,0.28393,0.00707,0.23226,0.81041,0.000654798,0.000654798,0.000654798
186,4194.93,0.41083,0.28409,0.05638,0.30357,0.84788,0.99317,0.995,0.99485,0.92027,0.99816,1,0.995,0.9628,0.44897,0.27907,0.00794,0.23486,0.81361,0.000649297,0.000649297,0.000649297
187,4216.81,0.40088,0.27581,0.06168,0.30485,0.84301,0.99456,0.995,0.99462,0.92359,0.9941,0.99898,0.9949,0.96575,0.43557,0.25915,0.00645,0.23683,0.8083,0.000643795,0.000643795,0.000643795
188,4239.1,0.41407,0.24477,0.06144,0.31107,0.84741,0.99927,0.995,0.9949,0.90811,0.99882,0.99942,0.995,0.95298,0.43834,0.27956,0.00438,0.23142,0.81428,0.000638294,0.000638294,0.000638294
189,4261.76,0.40412,0.24405,0.05735,0.30509,0.84041,0.99975,0.99439,0.99476,0.91971,0.99844,1,0.995,0.95716,0.42533,0.30165,0.00423,0.22802,0.81229,0.000632793,0.000632793,0.000632793
190,4283.82,0.39318,0.27226,0.05249,0.29493,0.84366,0.99971,0.99412,0.99485,0.92554,0.99841,1,0.995,0.95917,0.43649,0.29274,0.00326,0.22811,0.81111,0.000627292,0.000627292,0.000627292
191,4305.95,0.40548,0.26741,0.05653,0.30191,0.84052,0.99408,0.995,0.99393,0.92838,0.99109,0.99667,0.99375,0.95303,0.42613,0.30516,0.00322,0.2261,0.80943,0.000621791,0.000621791,0.000621791
192,4328.19,0.39536,0.25166,0.05443,0.29139,0.84569,0.99914,0.995,0.99481,0.92874,0.99923,1,0.995,0.96082,0.42201,0.28358,0.00324,0.21967,0.80951,0.00061629,0.00061629,0.00061629
193,4350.14,0.39932,0.27242,0.05302,0.29407,0.84757,1,0.99455,0.99455,0.92241,0.99583,0.99667,0.99353,0.95289,0.43587,0.32117,0.00331,0.23034,0.81295,0.000610789,0.000610789,0.000610789
194,4372.36,0.3977,0.28749,0.05802,0.29951,0.84566,1,0.99393,0.99434,0.93137,0.99551,0.99667,0.9936,0.96029,0.42392,0.3002,0.00265,0.22533,0.81188,0.000605288,0.000605288,0.000605288
195,4394.42,0.38956,0.26373,0.05591,0.2981,0.84515,0.99981,0.99454,0.9945,0.9328,0.99375,0.995,0.9938,0.95677,0.42558,0.31299,0.0027,0.22689,0.81348,0.000599787,0.000599787,0.000599787
196,4416.64,0.3954,0.27025,0.0551,0.29132,0.84377,0.99957,0.99489,0.99442,0.92641,0.99462,0.99374,0.99352,0.95471,0.4263,0.30179,0.00426,0.22723,0.80925,0.000594286,0.000594286,0.000594286
197,4442.98,0.39159,0.24169,0.05107,0.29425,0.84371,1,0.99291,0.99458,0.93283,0.99946,0.99922,0.995,0.95932,0.41956,0.28583,0.00372,0.22688,0.80647,0.000588784,0.000588784,0.000588784
198,4465.2,0.39283,0.26411,0.05804,0.29542,0.84737,0.99917,0.99387,0.99463,0.93046,0.99974,0.99881,0.995,0.96071,0.42293,0.28492,0.004,0.2274,0.80725,0.000583283,0.000583283,0.000583283
199,4489.97,0.39233,0.25489,0.05372,0.29227,0.83942,0.99497,0.99487,0.99394,0.92997,0.99399,1,0.9948,0.95821,0.41652,0.29129,0.00314,0.22816,0.80664,0.000577782,0.000577782,0.000577782
200,4512.21,0.38824,0.23729,0.05727,0.29479,0.8462,0.99975,0.99484,0.99476,0.92351,0.99841,0.99925,0.995,0.95315,0.43156,0.29766,0.00272,0.22859,0.81321,0.000572281,0.000572281,0.000572281
201,4534.45,0.39249,0.27939,0.06102,0.29821,0.84781,0.99974,0.99449,0.99472,0.92308,0.9986,0.99991,0.995,0.96135,0.4322,0.26175,0.00342,0.22627,0.81541,0.00056678,0.00056678,0.00056678
202,4556.33,0.3799,0.24644,0.05146,0.28409,0.84163,0.99945,0.99485,0.9949,0.92174,0.99849,0.99951,0.995,0.9569,0.42401,0.29603,0.00305,0.22259,0.8123,0.000561279,0.000561279,0.000561279
203,4578.71,0.38106,0.25532,0.05892,0.29085,0.84372,0.99918,0.99428,0.99438,0.93219,0.99888,0.99963,0.995,0.96686,0.42091,0.27424,0.00306,0.22417,0.81429,0.000555778,0.000555778,0.000555778
204,4601.03,0.38864,0.24116,0.05455,0.29417,0.84508,0.99925,0.99438,0.9949,0.92977,0.9944,0.99442,0.99357,0.95911,0.41551,0.29533,0.00498,0.22961,0.811,0.000550277,0.000550277,0.000550277
205,4625.27,0.38159,0.23746,0.05575,0.28873,0.84602,0.99949,0.995,0.99485,0.92903,0.99435,0.99485,0.99346,0.96105,0.42037,0.28058,0.00448,0.22661,0.81226,0.000544776,0.000544776,0.000544776
206,4647.52,0.38604,0.22333,0.05513,0.28874,0.84378,0.99958,0.995,0.99481,0.92377,0.99415,0.99472,0.99296,0.96257,0.42905,0.26667,0.00401,0.2245,0.8141,0.000539275,0.000539275,0.000539275
207,4669.8,0.37854,0.23081,0.0539,0.28172,0.84105,0.99972,0.99439,0.99247,0.92326,0.99381,0.995,0.99178,0.96325,0.41038,0.24941,0.00304,0.21799,0.81001,0.000533773,0.000533773,0.000533773
208,4691.66,0.38885,0.22603,0.04954,0.28721,0.83729,1,0.99327,0.99403,0.92276,0.9941,0.995,0.99232,0.96429,0.41047,0.24957,0.00362,0.21853,0.80977,0.000528272,0.000528272,0.000528272
209,4713.82,0.37542,0.22488,0.05437,0.28105,0.83942,0.99991,0.99483,0.99485,0.92974,0.99897,1,0.995,0.96743,0.41504,0.24178,0.00274,0.22087,0.81139,0.000522771,0.000522771,0.000522771
210,4735.96,0.37577,0.23321,0.04975,0.27975,0.83786,0.99446,0.9948,0.99431,0.92954,0.98593,0.99167,0.99146,0.96217,0.41917,0.26539,0.00255,0.22874,0.80817,0.00051727,0.00051727,0.00051727
211,4758.15,0.38343,0.22035,0.05458,0.28709,0.84209,0.99918,0.995,0.99481,0.92729,0.9993,0.9998,0.995,0.96211,0.41484,0.27714,0.00431,0.22012,0.8088,0.000511769,0.000511769,0.000511769
212,4780.34,0.375,0.23462,0.05262,0.28115,0.84391,0.99837,0.99385,0.9949,0.91323,0.99448,0.995,0.99008,0.95092,0.41812,0.27994,0.00294,0.22236,0.80882,0.000506268,0.000506268,0.000506268
213,4802.55,0.37173,0.24317,0.05017,0.27914,0.83857,0.99882,0.99477,0.99485,0.93597,0.99418,0.995,0.99336,0.96191,0.40716,0.29113,0.00383,0.22016,0.8056,0.000500767,0.000500767,0.000500767
214,4826.1,0.37471,0.2367,0.05331,0.28585,0.84113,0.99883,0.995,0.9949,0.91963,0.99892,0.99981,0.995,0.96519,0.4219,0.24194,0.00314,0.22642,0.81013,0.000495266,0.000495266,0.000495266
215,4848.14,0.3713,0.22398,0.05592,0.28463,0.84328,0.99902,0.9945,0.99485,0.92855,0.99428,0.99473,0.99339,0.9708,0.41316,0.24523,0.00295,0.2228,0.8071,0.000489765,0.000489765,0.000489765
216,4870.15,0.36503,0.21362,0.0543,0.27927,0.84087,0.99925,0.995,0.99481,0.92798,0.99348,0.99448,0.99295,0.96517,0.40469,0.25474,0.00372,0.21837,0.80731,0.000484263,0.000484263,0.000484263
217,4892.07,0.38055,0.25629,0.05015,0.28316,0.83769,0.99892,0.995,0.9949,0.93136,0.99388,0.99486,0.99373,0.96911,0.41253,0.23805,0.00311,0.22114,0.80586,0.000478762,0.000478762,0.000478762
218,4917.32,0.3611,0.21252,0.05527,0.27558,0.83877,0.99365,0.9949,0.99455,0.93475,0.98897,0.99465,0.99327,0.97161,0.40854,0.24279,0.00269,0.22213,0.80515,0.000473261,0.000473261,0.000473261
219,4939.47,0.37071,0.20754,0.05046,0.27689,0.8402,0.99884,0.995,0.9949,0.93176,0.99001,0.99121,0.9926,0.96968,0.41403,0.25667,0.00255,0.21766,0.80764,0.00046776,0.00046776,0.00046776
220,4965.34,0.36963,0.21959,0.04924,0.27429,0.83729,0.99913,0.995,0.9949,0.93338,0.99361,0.9948,0.99342,0.97273,0.41043,0.24535,0.00267,0.21564,0.80707,0.000462259,0.000462259,0.000462259
221,4987.53,0.36819,0.22088,0.05539,0.2823,0.84067,0.99888,0.995,0.99481,0.93783,0.99276,0.99428,0.99353,0.96416,0.40058,0.24452,0.00324,0.21651,0.80461,0.000456758,0.000456758,0.000456758
222,5009.58,0.35866,0.19423,0.05099,0.26757,0.83849,0.99426,0.995,0.99455,0.93011,0.98921,0.995,0.9933,0.96988,0.40591,0.24146,0.0042,0.2191,0.80485,0.000451257,0.000451257,0.000451257
223,5032.43,0.36731,0.212,0.04991,0.27469,0.84434,0.99394,0.995,0.9948,0.93441,0.98909,0.99484,0.99372,0.96431,0.40268,0.26995,0.00302,0.22291,0.80447,0.000445756,0.000445756,0.000445756
224,5054.65,0.37192,0.2367,0.05038,0.27808,0.83959,0.99419,0.995,0.99455,0.93118,0.98889,0.9948,0.99342,0.96792,0.40948,0.24157,0.00321,0.22288,0.80667,0.000440255,0.000440255,0.000440255
225,5076.84,0.3652,0.20433,0.05452,0.27438,0.84106,0.99404,0.99465,0.99441,0.93374,0.9943,1,0.9946,0.96854,0.40531,0.24903,0.00263,0.22195,0.80322,0.000434754,0.000434754,0.000434754
226,5098.81,0.36457,0.20088,0.04621,0.27236,0.8396,0.99418,0.99464,0.99455,0.93431,0.99417,1,0.99465,0.96961,0.40268,0.23988,0.00341,0.21598,0.80226,0.000429253,0.000429253,0.000429253
227,5121.06,0.3507,0.22048,0.05029,0.2649,0.83412,0.99963,0.99489,0.99485,0.93194,0.99416,0.995,0.99358,0.96907,0.41281,0.24125,0.00299,0.21971,0.80204,0.000423751,0.000423751,0.000423751
228,5143.36,0.35884,0.21355,0.0465,0.26692,0.83374,0.99961,0.995,0.99495,0.93541,0.99405,0.995,0.99333,0.96864,0.40347,0.24388,0.00261,0.21252,0.80024,0.00041825,0.00041825,0.00041825
229,5165.2,0.3502,0.20065,0.04674,0.26825,0.83135,0.99936,0.995,0.99481,0.9284,0.99861,0.9997,0.995,0.96811,0.40696,0.24746,0.00286,0.21555,0.80269,0.000412749,0.000412749,0.000412749
230,5187.43,0.34673,0.20207,0.04953,0.26431,0.83275,0.99903,0.99482,0.99481,0.92522,0.99407,0.995,0.99202,0.9714,0.41022,0.22325,0.00251,0.21788,0.80474,0.000407248,0.000407248,0.000407248
231,5209.53,0.35201,0.20155,0.05145,0.26337,0.83778,0.99846,0.99437,0.99463,0.92474,0.9941,0.9948,0.99218,0.96563,0.41718,0.23611,0.0022,0.22175,0.80614,0.000401747,0.000401747,0.000401747
232,5231.66,0.34949,0.19402,0.05023,0.26714,0.83431,0.99813,0.995,0.9941,0.93155,0.99398,0.99467,0.99262,0.96485,0.40943,0.25142,0.00234,0.2186,0.80638,0.000396246,0.000396246,0.000396246
233,5253.9,0.34835,0.1911,0.05276,0.26694,0.83424,0.99822,0.99491,0.99485,0.93019,0.99411,0.99476,0.99331,0.96757,0.41254,0.25028,0.00296,0.21551,0.80472,0.000390745,0.000390745,0.000390745
234,5275.95,0.35156,0.20261,0.05131,0.26396,0.83941,0.99819,0.995,0.9949,0.93171,0.99394,0.99483,0.99323,0.97126,0.40639,0.23113,0.00308,0.21417,0.80147,0.000385244,0.000385244,0.000385244
235,5298.04,0.35037,0.21017,0.04811,0.26777,0.83569,0.99849,0.995,0.99495,0.92862,0.99396,0.9949,0.99344,0.96892,0.41055,0.24835,0.00237,0.21555,0.80331,0.000379743,0.000379743,0.000379743
236,5320.35,0.34943,0.18994,0.05185,0.26752,0.83541,0.99391,0.99445,0.9946,0.93138,0.98933,0.995,0.99291,0.96636,0.40793,0.24945,0.00232,0.21549,0.80316,0.000374242,0.000374242,0.000374242
237,5342.58,0.34993,0.18983,0.04517,0.26534,0.83129,0.99912,0.99494,0.99495,0.93155,0.99357,0.99467,0.99378,0.96444,0.41112,0.26159,0.00233,0.21709,0.80671,0.00036874,0.00036874,0.00036874
238,5364.71,0.34858,0.1789,0.04844,0.2654,0.83433,0.99861,0.995,0.99439,0.93328,0.99358,0.99,0.99344,0.96526,0.40493,0.25953,0.00231,0.22093,0.80431,0.000363239,0.000363239,0.000363239
239,5387.08,0.34309,0.20267,0.04952,0.26152,0.83204,0.99949,0.995,0.99485,0.9317,0.99305,0.99453,0.99354,0.9682,0.40572,0.24506,0.00279,0.21492,0.80378,0.000357738,0.000357738,0.000357738
240,5409.25,0.34988,0.18767,0.04926,0.26246,0.83553,0.99949,0.995,0.9949,0.93221,0.99306,0.99447,0.99273,0.96632,0.40772,0.23905,0.00334,0.21365,0.8051,0.000352237,0.000352237,0.000352237
