epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,2285.68,1.14742,1.24525,0.20171,1.75522,1.72049,0.4376,0.39142,0.35822,0.1343,0.53386,0.4823,0.46595,0.25049,2.08258,1.62552,0.39078,2.47125,2.4963,0.00101237,0.00101237,0.00101237
121,2304.44,1.12091,1.19921,0.19844,1.73134,1.71334,0.5291,0.39997,0.41051,0.15762,0.58296,0.46944,0.45603,0.27993,1.96127,1.59423,0.66145,2.50135,2.53318,0.00100687,0.00100687,0.00100687
122,2323.32,1.10432,1.19066,0.20423,1.67137,1.71313,0.32076,0.38056,0.31011,0.13256,0.351,0.45,0.36785,0.21777,1.97598,1.68632,0.72728,2.86321,2.61472,0.00100137,0.00100137,0.00100137
123,2342.23,1.14132,1.18016,0.20082,1.70787,1.74471,0.51885,0.43611,0.40665,0.15835,0.57468,0.47448,0.47965,0.27322,2.00156,1.67627,0.58117,2.4793,2.48426,0.000995866,0.000995866,0.000995866
124,2361.22,1.13431,1.17158,0.19824,1.72178,1.73204,0.55308,0.34722,0.39076,0.14824,0.42519,0.46111,0.4234,0.26353,1.9154,1.53106,0.51389,2.43261,2.3374,0.000990365,0.000990365,0.000990365
125,2380.06,1.12265,1.18445,0.2018,1.72808,1.72234,0.41267,0.4,0.35869,0.14717,0.5265,0.45893,0.43707,0.24898,1.92214,1.54503,0.38424,2.39757,2.38651,0.000984864,0.000984864,0.000984864
126,2398.66,1.10862,1.15575,0.19127,1.67605,1.6907,0.39612,0.40278,0.31126,0.12648,0.43067,0.43889,0.353,0.21105,1.90304,1.54662,0.48787,2.69436,2.42138,0.000979362,0.000979362,0.000979362
127,2417.97,1.10296,1.15839,0.19717,1.67943,1.71177,0.45558,0.37778,0.36329,0.15754,0.5418,0.42778,0.43017,0.26187,1.86047,1.5131,0.58293,2.45102,2.35738,0.000973861,0.000973861,0.000973861
128,2436.83,1.13186,1.12538,0.18597,1.67691,1.71957,0.53642,0.34161,0.37447,0.15546,0.4713,0.46212,0.44247,0.26219,1.96182,1.67578,0.44214,2.40846,2.43232,0.00096836,0.00096836,0.00096836
129,2455.74,1.0897,1.15719,0.18064,1.67527,1.68847,0.46906,0.39444,0.3539,0.14561,0.5033,0.47222,0.41022,0.23937,1.87653,1.63149,0.64298,2.54268,2.47375,0.000962859,0.000962859,0.000962859
130,2474.65,1.10652,1.189,0.20656,1.65053,1.69258,0.38118,0.375,0.3098,0.12007,0.41258,0.40833,0.35063,0.21185,1.97718,1.64299,0.51794,2.72191,2.5319,0.000957358,0.000957358,0.000957358
131,2494,1.09877,1.15046,0.19159,1.64578,1.70959,0.44162,0.35278,0.33438,0.13334,0.50458,0.40862,0.39768,0.23499,1.92283,1.56486,0.29797,2.434,2.36999,0.000951857,0.000951857,0.000951857
132,2512.92,1.10053,1.15091,0.19423,1.6585,1.69481,0.50783,0.43889,0.38755,0.14983,0.55267,0.48056,0.45107,0.25095,1.93115,1.62327,0.64407,2.59078,2.4605,0.000946356,0.000946356,0.000946356
133,2531.89,1.08195,1.17111,0.19634,1.64324,1.68322,0.4339,0.37778,0.33548,0.12514,0.45717,0.425,0.39298,0.23329,1.87957,1.52879,0.56159,2.43789,2.38514,0.000940855,0.000940855,0.000940855
134,2550.78,1.10191,1.13005,0.19461,1.65742,1.69071,0.38637,0.38994,0.36049,0.15013,0.50944,0.45833,0.44206,0.25743,1.86261,1.5056,0.47025,2.39422,2.35432,0.000935354,0.000935354,0.000935354
135,2569.57,1.08633,1.15153,0.19115,1.6076,1.67913,0.4987,0.37778,0.36325,0.15436,0.55755,0.425,0.43347,0.25764,1.91445,1.6861,0.48677,2.56374,2.4494,0.000929853,0.000929853,0.000929853
136,2589.51,1.16948,1.28066,0.19358,1.69044,1.72179,0.43892,0.425,0.39164,0.15918,0.48988,0.47715,0.45761,0.29103,1.89291,1.5206,0.48462,2.36994,2.3382,0.000924352,0.000924352,0.000924352
137,2608.41,1.09851,1.21028,0.19255,1.65279,1.70397,0.46769,0.4,0.34871,0.14404,0.49442,0.48888,0.43018,0.24977,1.99645,1.63739,0.58972,2.54494,2.49435,0.00091885,0.00091885,0.00091885
138,2627.36,1.1276,1.22609,0.18443,1.64846,1.69729,0.42352,0.41389,0.35836,0.14751,0.55105,0.41389,0.42955,0.263,1.92196,1.54378,0.43591,2.45669,2.36121,0.000913349,0.000913349,0.000913349
139,2646.27,1.06618,1.13069,0.18611,1.56726,1.66074,0.51378,0.34722,0.3481,0.14812,0.56969,0.38964,0.40285,0.25702,1.96052,1.62256,0.41275,2.43877,2.43189,0.000907848,0.000907848,0.000907848
140,2665.38,1.09967,1.15042,0.19222,1.61097,1.69587,0.5784,0.37222,0.39974,0.16076,0.6609,0.43056,0.47005,0.29568,1.9515,1.57582,0.42063,2.39985,2.32531,0.000902347,0.000902347,0.000902347
141,2684.34,1.0634,1.11087,0.18299,1.56742,1.66295,0.37436,0.36776,0.35032,0.14746,0.49396,0.46667,0.43484,0.25318,1.97951,1.70921,0.5519,2.42675,2.50194,0.000896846,0.000896846,0.000896846
142,2703.26,1.08469,1.14155,0.19892,1.61661,1.67155,0.36645,0.38056,0.28908,0.12046,0.48603,0.44444,0.37501,0.21076,2.03471,1.7648,0.50806,2.73393,2.62016,0.000891345,0.000891345,0.000891345
143,2721.83,1.08143,1.13904,0.19823,1.56244,1.68107,0.4573,0.43056,0.36121,0.15294,0.51439,0.4702,0.42034,0.2596,1.89425,1.6026,0.44785,2.51004,2.41549,0.000885844,0.000885844,0.000885844
144,2740.63,1.04709,1.11206,0.19046,1.55043,1.65083,0.42515,0.35,0.3068,0.13135,0.56206,0.41389,0.39592,0.23242,1.87083,1.56779,0.43243,2.57313,2.35919,0.000880343,0.000880343,0.000880343
145,2759.63,1.09062,1.17287,0.19289,1.56696,1.693,0.43078,0.39167,0.38386,0.1664,0.48491,0.45833,0.45427,0.28729,1.9075,1.58966,0.30671,2.3666,2.39499,0.000874842,0.000874842,0.000874842
146,2778.52,1.10049,1.14907,0.18342,1.62975,1.69446,0.56204,0.34444,0.38226,0.15759,0.51628,0.47719,0.47917,0.29957,1.97226,1.50912,0.40669,2.28507,2.39946,0.00086934,0.00086934,0.00086934
147,2797.36,1.07622,1.11832,0.1867,1.52462,1.67958,0.50477,0.36232,0.34415,0.14297,0.53046,0.45,0.43543,0.26768,1.90617,1.55474,0.47893,2.4408,2.388,0.000863839,0.000863839,0.000863839
148,2816.52,1.05569,1.1139,0.18563,1.52052,1.65836,0.41171,0.375,0.33209,0.12046,0.52071,0.43507,0.41566,0.23769,2.00531,1.56735,0.42074,2.49455,2.44203,0.000858338,0.000858338,0.000858338
149,2835.39,1.0783,1.10532,0.17657,1.54067,1.66646,0.55668,0.32211,0.32297,0.13167,0.55817,0.38889,0.40016,0.23983,1.96743,1.60851,0.43236,2.44695,2.47353,0.000852837,0.000852837,0.000852837
150,2854.3,1.09488,1.09464,0.18475,1.5654,1.66195,0.36942,0.40495,0.35079,0.15217,0.48312,0.475,0.45282,0.26295,1.92363,1.54527,0.484,2.46644,2.45481,0.000847336,0.000847336,0.000847336
151,2873.18,1.09909,1.13973,0.19293,1.57814,1.69445,0.47664,0.40556,0.39026,0.15731,0.56372,0.47222,0.45951,0.27456,1.98451,1.5935,0.403,2.54772,2.42767,0.000841835,0.000841835,0.000841835
152,2892.14,1.06594,1.11907,0.17815,1.52524,1.65953,0.49704,0.4,0.38927,0.15779,0.54611,0.43611,0.43978,0.28309,1.94369,1.56844,0.44645,2.3593,2.42057,0.000836334,0.000836334,0.000836334
153,2912.02,1.02648,1.04875,0.17951,1.50647,1.63413,0.38186,0.38611,0.31945,0.13678,0.46267,0.45278,0.4057,0.24065,1.95508,1.5883,0.52263,2.60319,2.4488,0.000830833,0.000830833,0.000830833
154,2930.91,1.06015,1.08159,0.17859,1.51797,1.64935,0.41747,0.38597,0.34299,0.15235,0.5374,0.43698,0.43987,0.26843,1.90817,1.54098,0.43763,2.35979,2.38096,0.000825332,0.000825332,0.000825332
155,2949.62,1.04822,1.07744,0.17921,1.52125,1.65476,0.58546,0.36438,0.38799,0.14952,0.71923,0.42459,0.47856,0.27051,1.94512,1.56116,0.37885,2.42728,2.45045,0.000819831,0.000819831,0.000819831
156,2968.53,1.06704,1.08403,0.18118,1.53256,1.65891,0.54281,0.39167,0.39371,0.15732,0.63919,0.46389,0.47869,0.28373,1.92588,1.55333,0.44509,2.36538,2.41796,0.000814329,0.000814329,0.000814329
157,2987.45,1.08884,1.17975,0.17944,1.55048,1.68969,0.39537,0.44423,0.34472,0.15465,0.4933,0.53333,0.45132,0.27156,1.94425,1.55945,0.56574,2.47215,2.48579,0.000808828,0.000808828,0.000808828
158,3006.34,1.04654,1.04381,0.18492,1.46647,1.64355,0.40608,0.36667,0.33681,0.14885,0.50369,0.44455,0.42689,0.25949,1.88621,1.53783,0.49182,2.37056,2.40027,0.000803327,0.000803327,0.000803327
159,3025.55,1.05736,1.11421,0.18139,1.51158,1.65539,0.40411,0.33333,0.31466,0.13919,0.56219,0.41111,0.39667,0.24506,1.86673,1.52302,0.45165,2.42925,2.39923,0.000797826,0.000797826,0.000797826
160,3044.67,1.04063,1.11504,0.17513,1.49509,1.63072,0.53002,0.44465,0.41321,0.1574,0.69061,0.43671,0.46842,0.2886,1.87888,1.50592,0.53007,2.44942,2.44194,0.000792325,0.000792325,0.000792325
161,3063.62,1.0194,1.06199,0.17039,1.4826,1.61703,0.50177,0.39167,0.34214,0.15296,0.57129,0.46389,0.42211,0.2623,1.91447,1.6163,0.44293,2.51532,2.48002,0.000786824,0.000786824,0.000786824
162,3082.36,1.07278,1.07386,0.18133,1.53186,1.65836,0.58147,0.40609,0.40911,0.17551,0.66124,0.4502,0.48532,0.30703,1.90203,1.56175,0.4673,2.30512,2.40084,0.000781323,0.000781323,0.000781323
163,3101.37,1.0485,1.08128,0.18874,1.48919,1.63889,0.62454,0.40831,0.40962,0.16537,0.66989,0.46389,0.48658,0.29096,1.95926,1.67865,0.53137,2.3994,2.5462,0.000775822,0.000775822,0.000775822
164,3120.26,1.01276,1.04382,0.1832,1.42672,1.63028,0.5495,0.40924,0.38688,0.15206,0.67831,0.48541,0.48427,0.27298,1.91853,1.52763,0.47624,2.3239,2.41688,0.000770321,0.000770321,0.000770321
165,3139.22,1.01362,1.0354,0.17867,1.41464,1.61961,0.43736,0.44167,0.3636,0.14588,0.59961,0.52811,0.47249,0.28041,2.00657,1.63771,0.4258,2.43422,2.55784,0.00076482,0.00076482,0.00076482
166,3158.25,1.00952,1.07039,0.16549,1.45202,1.60774,0.52761,0.41271,0.41224,0.16001,0.60719,0.47108,0.47465,0.2921,1.94995,1.56101,0.52346,2.3234,2.48683,0.000759318,0.000759318,0.000759318
167,3178.43,1.04246,1.07215,0.16976,1.45923,1.65135,0.47276,0.44461,0.3698,0.1434,0.54428,0.49444,0.45863,0.26635,1.94194,1.59897,0.53731,2.41153,2.46015,0.000753817,0.000753817,0.000753817
168,3197.12,1.03098,1.07893,0.18091,1.49325,1.62759,0.53616,0.43263,0.41781,0.17336,0.59835,0.47116,0.48479,0.29922,1.94908,1.57281,0.41215,2.36705,2.48913,0.000748316,0.000748316,0.000748316
169,3215.87,1.02071,1.04727,0.17048,1.42512,1.6181,0.52633,0.35556,0.35233,0.14355,0.5094,0.46363,0.4261,0.25309,1.95719,1.56711,0.43259,2.54133,2.53816,0.000742815,0.000742815,0.000742815
170,3234.85,1.00911,1.01334,0.17453,1.4438,1.62378,0.44682,0.41111,0.38876,0.14787,0.49691,0.48738,0.47882,0.27674,1.97167,1.65972,0.34508,2.38572,2.53493,0.000737314,0.000737314,0.000737314
171,3253.85,1.05074,1.08678,0.17597,1.45157,1.61419,0.53573,0.36389,0.3907,0.15549,0.55327,0.46227,0.47296,0.28913,2.01215,1.66564,0.35165,2.33904,2.49284,0.000731813,0.000731813,0.000731813
172,3272.74,1.03447,1.0164,0.17404,1.39534,1.65135,0.51853,0.41111,0.37343,0.17433,0.62224,0.48333,0.47109,0.28623,1.94834,1.63684,0.47779,2.56245,2.5049,0.000726312,0.000726312,0.000726312
173,3291.79,0.9866,0.99856,0.16591,1.38285,1.59984,0.46489,0.45278,0.40039,0.17414,0.548,0.51944,0.48323,0.30126,1.94044,1.67476,0.53252,2.37191,2.4671,0.000720811,0.000720811,0.000720811
174,3311.26,1.04435,1.04298,0.18419,1.45019,1.63742,0.52692,0.41587,0.37218,0.17486,0.57403,0.47778,0.45604,0.2931,1.98385,1.75791,0.51451,2.35114,2.53399,0.00071531,0.00071531,0.00071531
175,3330.18,1.00473,1.01659,0.16848,1.36714,1.60861,0.48506,0.4322,0.36276,0.15683,0.56157,0.49533,0.44783,0.27006,2.00958,1.74813,0.51263,2.59687,2.53137,0.000709809,0.000709809,0.000709809
176,3348.94,0.99362,1.00034,0.17432,1.36756,1.5935,0.4405,0.42861,0.37265,0.15612,0.55099,0.52107,0.47195,0.27483,2.05947,1.80331,0.38073,2.47545,2.5402,0.000704307,0.000704307,0.000704307
177,3367.84,0.99215,1.04395,0.16921,1.37615,1.59299,0.50518,0.42981,0.41075,0.1654,0.56987,0.525,0.51075,0.29565,2.08455,1.70994,0.49875,2.49423,2.61801,0.000698806,0.000698806,0.000698806
178,3386.58,0.99527,1.06043,0.17758,1.37563,1.59419,0.51996,0.425,0.38894,0.17054,0.59759,0.48899,0.47465,0.28776,2.01356,1.66799,0.5696,2.43511,2.54471,0.000693305,0.000693305,0.000693305
179,3405.51,1.04702,1.11725,0.1703,1.39468,1.65212,0.52745,0.41111,0.38677,0.16652,0.57127,0.50278,0.46776,0.28,2.05053,1.77213,0.49347,2.45637,2.55881,0.000687804,0.000687804,0.000687804
180,3424.54,1.00069,1.03984,0.17076,1.374,1.59572,0.44329,0.40145,0.3695,0.16765,0.54769,0.49167,0.49491,0.29872,1.99978,1.68282,0.40348,2.46594,2.54894,0.000682303,0.000682303,0.000682303
181,3443.48,0.96678,1.03224,0.16503,1.36208,1.56788,0.49974,0.43534,0.41983,0.18874,0.53388,0.46305,0.46973,0.31271,1.9259,1.5636,0.46003,2.48698,2.46606,0.000676802,0.000676802,0.000676802
182,3462.26,0.97494,0.9617,0.15868,1.36034,1.57563,0.50528,0.44166,0.40628,0.16925,0.54774,0.50613,0.47786,0.28424,1.97846,1.69001,0.49317,2.46157,2.57162,0.000671301,0.000671301,0.000671301
183,3481.06,1.0041,0.9959,0.16528,1.38385,1.58447,0.49495,0.41389,0.37295,0.16167,0.55394,0.46389,0.45562,0.27272,1.92017,1.54526,0.41099,2.45028,2.44663,0.0006658,0.0006658,0.0006658
184,3499.93,0.96704,0.99194,0.16395,1.33044,1.56699,0.42893,0.45278,0.37592,0.16089,0.4993,0.51124,0.44596,0.28213,2.02031,1.60113,0.38136,2.49563,2.59372,0.000660299,0.000660299,0.000660299
185,3518.81,0.94357,0.9619,0.16899,1.33857,1.56531,0.5137,0.41845,0.39546,0.16123,0.57852,0.46457,0.48014,0.27912,2.00841,1.71523,0.45098,2.41824,2.56185,0.000654798,0.000654798,0.000654798
186,3537.46,0.98106,0.95522,0.16848,1.33399,1.58317,0.47984,0.4422,0.37736,0.1629,0.54225,0.49722,0.43829,0.27632,1.96301,1.75197,0.48874,2.39226,2.53116,0.000649297,0.000649297,0.000649297
187,3556.26,1.00069,1.01749,0.16408,1.37475,1.60805,0.50853,0.40278,0.40086,0.16366,0.57341,0.49761,0.50167,0.29663,2.09669,1.71672,0.36971,2.3267,2.65522,0.000643795,0.000643795,0.000643795
188,3575.27,0.94152,0.95629,0.16639,1.31812,1.55001,0.44034,0.43333,0.40272,0.17378,0.50218,0.50967,0.48849,0.29834,2.05831,1.74308,0.36897,2.42481,2.60704,0.000638294,0.000638294,0.000638294
189,3594.19,0.96575,0.98265,0.16293,1.33742,1.56681,0.52522,0.34798,0.36485,0.15679,0.57951,0.39722,0.43663,0.26874,1.9926,1.68198,0.45188,2.41739,2.54424,0.000632793,0.000632793,0.000632793
190,3612.97,0.94158,0.96476,0.15672,1.28541,1.56327,0.42114,0.44207,0.37697,0.16635,0.54437,0.52089,0.46979,0.28803,2.00852,1.67228,0.51351,2.44373,2.59494,0.000627292,0.000627292,0.000627292
191,3631.76,0.96574,1.00087,0.15785,1.31545,1.55572,0.44488,0.42222,0.39103,0.17173,0.52252,0.49444,0.46899,0.2907,1.99937,1.65284,0.47614,2.45538,2.58467,0.000621791,0.000621791,0.000621791
192,3650.61,0.96844,0.98699,0.16885,1.31756,1.57071,0.45449,0.42545,0.35728,0.15024,0.5269,0.46667,0.44736,0.26826,2.02663,1.6469,0.37097,2.31826,2.58432,0.00061629,0.00061629,0.00061629
193,3669.21,0.95887,0.97291,0.16892,1.29492,1.55839,0.35321,0.39444,0.34314,0.15002,0.57617,0.43151,0.47934,0.2651,2.03861,1.70494,0.43307,2.45971,2.6103,0.000610789,0.000610789,0.000610789
194,3688.08,0.94471,0.94997,0.15991,1.31441,1.55884,0.39792,0.4,0.3589,0.15095,0.49925,0.49167,0.45392,0.27117,2.10147,1.65702,0.40967,2.55825,2.66734,0.000605288,0.000605288,0.000605288
195,3707.03,0.91645,0.94406,0.15686,1.25383,1.52934,0.43401,0.42778,0.38482,0.1732,0.51038,0.47507,0.46334,0.28924,2.09311,1.67132,0.45127,2.50165,2.68595,0.000599787,0.000599787,0.000599787
196,3726.04,0.94292,0.9636,0.17696,1.31523,1.55616,0.61001,0.40139,0.4011,0.17622,0.65285,0.45278,0.50579,0.31145,2.01809,1.6412,0.36551,2.35774,2.66158,0.000594286,0.000594286,0.000594286
197,3744.95,0.96042,1.0524,0.16502,1.27263,1.57175,0.61185,0.38611,0.40445,0.16733,0.65657,0.41667,0.46955,0.28334,2.03454,1.66555,0.45014,2.49962,2.65455,0.000588784,0.000588784,0.000588784
198,3763.85,0.92279,0.9329,0.1742,1.26326,1.53526,0.52118,0.38611,0.3843,0.16073,0.65673,0.44305,0.4862,0.28251,2.07113,1.68506,0.34431,2.43832,2.63832,0.000583283,0.000583283,0.000583283
199,3782.64,0.93437,0.94054,0.17348,1.29402,1.53435,0.46277,0.40556,0.35321,0.15681,0.57395,0.48611,0.47122,0.27046,2.03266,1.66788,0.44811,2.41908,2.62786,0.000577782,0.000577782,0.000577782
200,3801.74,0.93698,0.94106,0.15713,1.28612,1.53394,0.47693,0.43889,0.38511,0.17123,0.55687,0.51111,0.47817,0.28542,2.001,1.6603,0.48636,2.4375,2.59755,0.000572281,0.000572281,0.000572281
201,3820.7,0.93326,0.96805,0.15946,1.31535,1.53541,0.44777,0.48333,0.39352,0.16694,0.48907,0.51242,0.44882,0.27205,2.05359,1.74062,0.47668,2.50418,2.77347,0.00056678,0.00056678,0.00056678
202,3839.66,0.93157,0.96098,0.15661,1.29264,1.53936,0.44491,0.41944,0.36485,0.14641,0.49463,0.48889,0.44546,0.26383,2.05769,1.68324,0.46155,2.38801,2.70607,0.000561279,0.000561279,0.000561279
203,3858.68,0.91613,0.92525,0.15523,1.28683,1.52878,0.45432,0.44722,0.40371,0.16598,0.48289,0.50833,0.46845,0.28246,2.08859,1.66951,0.43981,2.42964,2.7154,0.000555778,0.000555778,0.000555778
204,3877.64,0.93748,0.93967,0.1611,1.28253,1.53237,0.44791,0.40556,0.3822,0.15881,0.56336,0.42084,0.46137,0.27714,2.08141,1.64052,0.34227,2.32162,2.73408,0.000550277,0.000550277,0.000550277
205,3896.24,0.92371,0.94453,0.16173,1.29398,1.53034,0.46183,0.46023,0.38405,0.18059,0.50216,0.50301,0.44294,0.28808,1.98708,1.61149,0.46086,2.43372,2.62941,0.000544776,0.000544776,0.000544776
206,3915.01,0.95857,1.00232,0.16229,1.30153,1.56027,0.45584,0.44722,0.39503,0.16783,0.59137,0.47555,0.49726,0.29846,2.06716,1.706,0.36857,2.40085,2.70421,0.000539275,0.000539275,0.000539275
207,3933.62,0.89307,0.94367,0.15453,1.24605,1.50483,0.55366,0.43056,0.41325,0.17869,0.6407,0.49508,0.50496,0.31107,2.06197,1.71583,0.41396,2.33933,2.71471,0.000533773,0.000533773,0.000533773
208,3952.55,0.90272,0.92896,0.15885,1.25842,1.50058,0.48119,0.41944,0.39225,0.15458,0.55614,0.48258,0.45353,0.27736,1.97398,1.68958,0.43231,2.50337,2.60457,0.000528272,0.000528272,0.000528272
209,3971.38,0.90612,0.91675,0.15485,1.2342,1.50652,0.59079,0.35833,0.39501,0.16494,0.63928,0.39247,0.44994,0.28662,2.08137,1.69062,0.41552,2.42232,2.69761,0.000522771,0.000522771,0.000522771
210,3990.14,0.91401,0.88735,0.16372,1.22303,1.52122,0.50919,0.36475,0.3737,0.15929,0.61134,0.43762,0.48279,0.28444,2.01549,1.61922,0.41236,2.41895,2.6729,0.00051727,0.00051727,0.00051727
211,4009.06,0.90818,0.92548,0.14736,1.2628,1.5252,0.458,0.40331,0.38021,0.1589,0.57991,0.51181,0.47316,0.28356,2.01298,1.68819,0.50042,2.43581,2.76567,0.000511769,0.000511769,0.000511769
212,4028.03,0.91419,0.89075,0.15311,1.19839,1.51319,0.48627,0.42262,0.41415,0.15957,0.58348,0.5029,0.49778,0.28879,2.09474,1.67178,0.36611,2.4494,2.78415,0.000506268,0.000506268,0.000506268
213,4046.88,0.89947,0.95997,0.15717,1.26586,1.51296,0.47742,0.41389,0.3988,0.17,0.53524,0.46667,0.46557,0.2903,2.11655,1.83044,0.44201,2.34229,2.83583,0.000500767,0.000500767,0.000500767
214,4065.62,0.89666,0.93074,0.15165,1.22021,1.51221,0.47791,0.38056,0.35368,0.15267,0.55733,0.44444,0.45625,0.27146,2.10312,1.79559,0.43268,2.33103,2.77902,0.000495266,0.000495266,0.000495266
215,4084.53,0.90655,0.95779,0.1565,1.22108,1.50864,0.49412,0.40556,0.36623,0.15427,0.53386,0.49722,0.43596,0.26376,2.05926,1.66769,0.3792,2.43125,2.78013,0.000489765,0.000489765,0.000489765
216,4103.46,0.8757,0.87879,0.14692,1.20529,1.4806,0.5224,0.3899,0.37897,0.15027,0.62202,0.48194,0.4906,0.27706,1.98243,1.64222,0.39723,2.46279,2.72478,0.000484263,0.000484263,0.000484263
217,4122.35,0.93061,0.96667,0.15934,1.24271,1.51323,0.49635,0.37222,0.38869,0.15311,0.60469,0.44722,0.48703,0.28302,2.05576,1.71127,0.40055,2.23709,2.7609,0.000478762,0.000478762,0.000478762
218,4141.3,0.88971,0.87969,0.15726,1.20351,1.50854,0.60683,0.425,0.40614,0.17159,0.68385,0.47778,0.50534,0.28941,1.98167,1.7125,0.45636,2.39063,2.71556,0.000473261,0.000473261,0.000473261
219,4159.96,0.88141,0.89455,0.1507,1.19516,1.50556,0.56693,0.4,0.39176,0.18308,0.54439,0.51111,0.4851,0.29529,1.95761,1.73424,0.4313,2.46791,2.6939,0.00046776,0.00046776,0.00046776
220,4178.91,0.88215,0.89087,0.15394,1.19605,1.48897,0.5547,0.39517,0.41742,0.18995,0.68103,0.4718,0.50329,0.3063,1.99924,1.73813,0.44665,2.51478,2.72255,0.000462259,0.000462259,0.000462259
221,4197.6,0.8666,0.88929,0.15493,1.19986,1.47263,0.45616,0.41941,0.37443,0.16352,0.49494,0.48056,0.45173,0.28312,2.11607,1.72707,0.39895,2.35504,2.82181,0.000456758,0.000456758,0.000456758
222,4216.58,0.90246,0.92048,0.15613,1.18364,1.50854,0.52279,0.41944,0.36702,0.15096,0.55506,0.45877,0.43962,0.26719,2.11237,1.69723,0.41248,2.44452,2.78162,0.000451257,0.000451257,0.000451257
223,4235.45,0.86285,0.89995,0.14583,1.17833,1.4688,0.51302,0.40527,0.36781,0.15186,0.56376,0.47778,0.46083,0.28374,2.07643,1.70172,0.39592,2.43931,2.76779,0.000445756,0.000445756,0.000445756
224,4255.32,0.88058,0.87705,0.15579,1.18859,1.50023,0.52836,0.42636,0.40054,0.16212,0.57328,0.55044,0.50273,0.28525,2.17777,1.79604,0.38538,2.39602,2.84777,0.000440255,0.000440255,0.000440255
225,4274.3,0.85594,0.91768,0.1549,1.15747,1.47569,0.54838,0.4,0.39652,0.17739,0.62969,0.47063,0.50758,0.30591,2.06826,1.69103,0.40583,2.33444,2.72885,0.000434754,0.000434754,0.000434754
226,4293.36,0.86312,0.88088,0.15309,1.16376,1.47033,0.50206,0.39167,0.37687,0.16065,0.63876,0.46111,0.4999,0.28639,2.09134,1.68826,0.41051,2.38228,2.80015,0.000429253,0.000429253,0.000429253
227,4312.25,0.87017,0.87379,0.14676,1.16422,1.47215,0.4917,0.40833,0.39218,0.15153,0.56224,0.46969,0.48179,0.28504,2.15007,1.76639,0.42854,2.40605,2.88894,0.000423751,0.000423751,0.000423751
228,4331.17,0.85276,0.86505,0.1487,1.16061,1.46326,0.49307,0.40131,0.38219,0.15875,0.61362,0.4902,0.50449,0.28259,2.22622,1.84944,0.40947,2.32523,2.98691,0.00041825,0.00041825,0.00041825
229,4349.85,0.89331,0.92077,0.15068,1.22441,1.50247,0.54098,0.44368,0.38128,0.15363,0.57471,0.47964,0.45272,0.27299,2.14628,1.77155,0.3702,2.43122,2.94852,0.000412749,0.000412749,0.000412749
230,4368.83,0.86778,0.90426,0.1573,1.20706,1.47907,0.44653,0.45,0.39543,0.16239,0.58102,0.53333,0.50079,0.28602,2.09951,1.70996,0.34327,2.41875,2.90765,0.000407248,0.000407248,0.000407248
231,4387.7,0.847,0.83067,0.1415,1.11822,1.44559,0.47713,0.425,0.37936,0.17312,0.57786,0.5,0.51103,0.28865,2.08821,1.71279,0.38438,2.40902,2.85585,0.000401747,0.000401747,0.000401747
